ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address  (Unit #),Registered Address  (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
,,16/12/2025,PEBBLES PUB,PEBBLE PUB,,TeleSales,,Offline Sources,Adhoc,,53027759W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8112 8826,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,BRENNACK F&B PTE. LTD.,BRENNACK,,TeleSales,,Offline Sources,Adhoc,,202017778Z,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9229 7626,zack@brennack.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,FURAMA PTE. LTD.,FURAMA,,TeleSales,,Offline Sources,Adhoc,,196700502G,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6739 6417,kongsg@furama.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,PASARBELLA SUNTEC PTE. LTD.,PASARBELLA @ SUNTEC,,TeleSales,,Offline Sources,Adhoc,,201500522C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9641 4627,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GREEN KITCHEN PTE. LTD.,GREEN KITCHEN,,TeleSales,,Offline Sources,Adhoc,,202038434N,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8346 7267,maxamilian@greenkitchen.co,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,FT GROUP PTE. LTD.,FT,,TeleSales,,Offline Sources,Adhoc,,201210355K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8870 9490,kelvintanweimin@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE COFFEE ACADEMICS PTE. LTD.,THE COFFEE ACADEMICS,,TeleSales,,Offline Sources,Adhoc,,201537245E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8556 5492,shayne.fernandez@the-coffeeacademics.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,39 ANTS PTE. LTD.,39 ANTS,,TeleSales,,Offline Sources,Adhoc,,201914708H,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9739 3627,patrick.sehoo@39ants.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,KLOUDWORK PRIVATE LTD.,KLOUDWORK,,TeleSales,,Offline Sources,Adhoc,,202027968N,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9298 5704,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE BLACK HOLE PRIVATE LIMITED,THE BLACK HOLE,,TeleSales,,Offline Sources,Adhoc,,202107740Z,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9651 2346,afiq@theblackhole.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ALLINALL PTE. LTD.,ALLINALL,,TeleSales,,Offline Sources,Adhoc,,202101671R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8569 1544,sonia@allinall5l2f.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ONE15 MARINA HOLDINGS PTE. LTD.,ONE15 MARINA,,TeleSales,,Offline Sources,Adhoc,,201502122R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6305 6988,desmond.goh@one15marina.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE CORNER HOUSE HOLDINGS PTE. LTD.,THE CORNER HOUSE,,TeleSales,,Offline Sources,Adhoc,,201307698W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 4609 5493,nrgnijman@hotmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE SOCIAL ALLEY PTE. LTD.,THE SOCIAL ALLEY,,TeleSales,,Offline Sources,Adhoc,,202105813R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9329 2727,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,AAYAN INDIAN CUISINE PTE. LTD.,AAYAN INDIAN CUISINE,,TeleSales,,Offline Sources,Adhoc,,201625666M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8254 7113,pepperspice100am@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,CRYSTAL JADE PTE. LTD.,CRYSTAL JADE CHAIN,,TeleSales,,Offline Sources,Adhoc,,201837864W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,HIRYU PTE. LTD.,HIRYU,,TeleSales,,Offline Sources,Adhoc,,201821305D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SHINJUKU RESTAURANT PTE. LTD.,SHINJUKU RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,198201850C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9072 4444,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SAVEUR PTE. LTD.,SAVEUR,,TeleSales,,Offline Sources,Adhoc,,201201236Z,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9366 4223,jolyn@saveur.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SHINKO IMPORT & EXPORT PTE LTD,SHINKO IMPORT & EXPORT,,TeleSales,,Offline Sources,Adhoc,,199300469G,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8886 3282,hocksoon8@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,MUM'S KITCHEN CATERING PTE. LTD.,MUMS KITCHEN CATERING,,TeleSales,,Offline Sources,Adhoc,,200917408H,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6246 2740,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,FOOYO PTE. LTD.,FOOYO,,TeleSales,,Offline Sources,Adhoc,,201433220R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8412 7233,shao@fooyo.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,EASTERN HOUSE OF SEAFOOD PTE. LTD.,EASTERN HOUSE OF SEAFOOD,,TeleSales,,Offline Sources,Adhoc,,201811365C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9186 5321,easternhouseofseafood@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GOKUL VEGETARIAN RESTAURANT AND CAFE PTE. LTD.,GOKUL VEGETARIAN INDIAN RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,200300981M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8949 1452,gokulrestaurant@yahoo.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,CAFFEINE SOLUTIONS PRIVATE LIMITED,CAFFEINE,,TeleSales,,Offline Sources,Adhoc,,201703470E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9680 2008,ben@caffeinesolutions.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,HUAT HENG DESSERTS,HUAT HENG DESSERTS,,TeleSales,,Offline Sources,Adhoc,,53215990W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8818 4254,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SINGAPORE SAIZERIYA PTE. LTD.,SAIZERIYA,,TeleSales,,Offline Sources,Adhoc,,200818603R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8189 6226,k.haoyang@saizeriya.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GEYLANG LORONG 20 BANANA FRITTERS,GEYLANG LOR 20 BANANA FRITTERS,,TeleSales,,Offline Sources,Adhoc,,53500367J,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8183 2747,alan@g20bfrits.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SINGAPORE F&B LEADERSHIP MANAGEMENT PTE. LTD.,F&B LEADERSHIP MANAGEMENT,,TeleSales,,Offline Sources,Adhoc,,201823256R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8339 8649,limrichstep@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,BOB & COCO,BOB & COCO,,TeleSales,,Offline Sources,Adhoc,,53430073A,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9129 6401,twoxfour.sg@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,B N B CAFE,B&T CAFE,,TeleSales,,Offline Sources,Adhoc,,53467676J,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9450 2019,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,FILL-A-PITA PTE. LTD.,FILL A PITA,,TeleSales,,Offline Sources,Adhoc,,201129153C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9764 1600,hugo@fillapita.co,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,YELLOW CAB PIZZA CO.,YELLOW CAB PIZZA PAGH,,TeleSales,,Offline Sources,Adhoc,,53348663K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8189 7490,tiarachopra@outlook.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ONE FATTENED CALF PTE. LTD.,ONE FATTENED CALF,,TeleSales,,Offline Sources,Adhoc,,202117511C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9799 3545,corrinelim.chan@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GLOBAL INNO FOOD PTE. LTD.,INNO FOOD,,TeleSales,,Offline Sources,Adhoc,,201825988K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8533 6703,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GEETHAM FOOD HOUSE PTE. LTD.,GEETHAM FOOD HOUSE,,TeleSales,,Offline Sources,Adhoc,,202228210E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9242 3574,geethamfoodhouse@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE HOT GATHERING PTE. LTD.,THE HOT GATHERING,,TeleSales,,Offline Sources,Adhoc,,201819219W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8800 5533,xuenan.yang@icloud.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,BAKES N BITES,BAKES AND BITES,,TeleSales,,Offline Sources,Adhoc,,53175755B,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9780 8889,limandy1995@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ASMARA LAND (S) PTE. LTD.,ASMARA,,TeleSales,,Offline Sources,Adhoc,,201104226M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9835 0867,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,CHONG POH GOURMET PTE. LTD.,CHONG POH GOURMET,,TeleSales,,Offline Sources,Adhoc,,202103674C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8418 6725,longminliau@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,MEGUSTA PTE. LTD.,MEGUSTA CAFE,,TeleSales,,Offline Sources,Adhoc,,201220339G,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8786 8878,megusta.bookkeeping@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,JACK PTE. LTD.,JACK MA,,TeleSales,,Offline Sources,Adhoc,,202010270E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6123 8923,jackma@jackma.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,TIMBRE PTE. LTD.,TIMBRE,,TeleSales,,Offline Sources,Adhoc,,200503893H,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9050 0014,dawnni5580@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,AFFINITY CAFE & BAKERY PTE. LTD.,AFFINITY CAFE & BAKERY,,TeleSales,,Offline Sources,Adhoc,,201907130D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9668 8569,affinitycafe@hotmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SPOILMRKT PTE. LTD.,SPOILMRKT,,TeleSales,,Offline Sources,Adhoc,,202103037R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9337 8378,cassandra.lye@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,WOK HEY PTE. LTD.,WOK HEY,,TeleSales,,Offline Sources,Adhoc,,201617998K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9827 0484,jason.tan@wokhey.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GOODEARTH SEAFOOD SOUP PTE. LTD.,GOODEARTH SEAFOOD SOUP @ -- TO,,TeleSales,,Offline Sources,Adhoc,,201812193E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8346 8399,goodearthseafoodsoup@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,MARCY FOODS PTE. LTD.,MARCY FOODS @ -- TO,,TeleSales,,Offline Sources,Adhoc,,202127044W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9788 3001,theartisanyard@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE SERANGOON NYONYA PTE. LTD.,THE SERANGOON NYONYA @ -- TO,,TeleSales,,Offline Sources,Adhoc,,202129718W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9833 8486,tandeluneugene@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,TGAL SINGAPORE PTE. LTD.,TGAL @ -- TO,,TeleSales,,Offline Sources,Adhoc,,201736216H,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8128 9149,terence9149@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,RYO YAKINIKU PTE. LTD.,RYO YAKINIKU,,TeleSales,,Offline Sources,Adhoc,,202201747C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9066 0981,ismaildidih@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,HOLIDAY INN SINGAPORE LITTLE INDIA,HOLIDAY INN LITTLE INDIA @ -- TO,,TeleSales,,Offline Sources,Adhoc,,53328472D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9234 5984,shreyas.ladde@ihg.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,CORNERSTONE SAFETY & SECURITY PTE. LTD.,CORNERSTONE SAFETY & SECURITY AMK,,TeleSales,,Offline Sources,Adhoc,,201511596H,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9730 2116,patrickxu@cornerstoness.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,KEYS FRESH PTE. LTD.,KEYS FRESH @ -- TO,,TeleSales,,Offline Sources,Adhoc,,201821026R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9661 0230,keysfresh@outlook.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SOCIETEA PTE. LTD.,SOCIETEA @ -- TO,,TeleSales,,Offline Sources,Adhoc,,201841550W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9738 9460,au.zi.ning@outlook.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SHAKE SHACK SINGAPORE JEWEL PTE. LTD.,SHAKE SHACK JEWEL,,TeleSales,,Offline Sources,Adhoc,,201842979R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9170 9251,cindy_yeo@spc.co.kr,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,MAKANSUTRA (S) PTE LTD,MAKANSUTRA,,TeleSales,,Offline Sources,Adhoc,,200100783W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9006 7759,gordon@makansutra.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GOODWILL ENTERTAINMENT HOLDING LIMITED,GOODWILL ENTERTAINMENT,,TeleSales,,Offline Sources,Adhoc,,201633838K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9625 3026,lynn@goodwillsg.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,JAVA KITCHEN PTE. LTD.,JAVA KITCHEN,,TeleSales,,Offline Sources,Adhoc,,200702119C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8292 9609,james@indochili.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,HARMON & CO PTE. LTD.,HARMON,,TeleSales,,Offline Sources,Adhoc,,201331181M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8699 6250,darren.tan@frucesg.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,BREW PTE. LTD.,BREW,,TeleSales,,Offline Sources,Adhoc,,201623115M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9298 2896,nehemiah@brewsg.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE FOOD BARN,FOOD BARN,,TeleSales,,Offline Sources,Adhoc,,52885506M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9003 9997,amy.quek@gtk.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,WIRED MONKEY LLP,THE WIRED MONKEY,,TeleSales,,Offline Sources,Adhoc,,T17LL0080H,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9069 4569,askmonkey@outlook.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,PAPITTO GELATO PTE. LTD.,PAPITTO GELATO,,TeleSales,,Offline Sources,Adhoc,,201431093R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9627 3501,gelato@papitto.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,YAMATO IZAKAYA (PTE. LTD.),YAMATO IZAKAYA,,TeleSales,,Offline Sources,Adhoc,,201733803C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9182 7019,dani@yamatoizakaya.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,CUCINA 17 SUPPLIES PTE. LTD.,CUCINA SUPPLIES,,TeleSales,,Offline Sources,Adhoc,,201113328K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9825 0065,cucina17@yahoo.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,KINTSUGI PTE. LTD.,KINTSUGI,,TeleSales,,Offline Sources,Adhoc,,201607038E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9437 7915,dianatby@icloud.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,MORNING GRIND PTE. LTD.,MORNING GRIND,,TeleSales,,Offline Sources,Adhoc,,201837574G,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9660 3989,pdianna08@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,1 TYRWHITT BISTRO BAR PTE. LTD.,1 TYRWHITT BISTRO BAR,,TeleSales,,Offline Sources,Adhoc,,201502900E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9766 9483,paul@hyperlink.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,RELISH PR,RELISH,,TeleSales,,Offline Sources,Adhoc,,53218466A,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8125 9701,neelendra@njgroup.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE SOCIAL SPACE PTE. LTD.,SOCIAL SPACE,,TeleSales,,Offline Sources,Adhoc,,201729770D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6655 0221,prisca@thesocialspace.co,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,JIANG SEAFOOD PTE. LTD.,JIANG JAN SEAFOOD,,TeleSales,,Offline Sources,Adhoc,,202127219D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9850 7677,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,TIONG BAHRU TIAN BO SHUI KUEH PTE. LTD.,TIONG BAHRU TIAN BO SHUI KUEH,,TeleSales,,Offline Sources,Adhoc,,201016443C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9878 2152,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,KITCHEN LANGUAGE PTE. LTD.,KITCHEN LANGUAGE,,TeleSales,,Offline Sources,Adhoc,,200817973M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6830 6169,stanleyyap@live.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,S&M RESTAURANT PTE. LTD.,PO RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,202304352N,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8352 5999,alvin.sivam@thewarehousehotel.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,HONG KONG CAFE PTE. LTD.,OLD HONG KONG CAFE,,TeleSales,,Offline Sources,Adhoc,,200412515D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9765 2832,victoria@oldhongkong.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GO GO DIGITAL PTE. LTD.,GO DIGITAL,,TeleSales,,Offline Sources,Adhoc,,202123252M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9763 0707,changhsienlee32@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE COFFEE ACADEMICS PTE. LTD.,COFFEE ACADEMICS,,TeleSales,,Offline Sources,Adhoc,,201537245E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9299 1078,nicole.ng@the-coffeeacademics.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ORGO PTE. LTD.,ORGO,,TeleSales,,Offline Sources,Adhoc,,200816732E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9680 4520,nick@orgo.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,KHEK & CO. PTE. LTD.,KHEK,,TeleSales,,Offline Sources,Adhoc,,202020548R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9745 1759,kheknco@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,TIAN WEI SIGNATURE PTE. LTD.,TIAN WEI SIGNATURE,,TeleSales,,Offline Sources,Adhoc,,201631865D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8908 1070,zhenyi@herloconsultancy.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,I F F F&B PTE. LTD.,F&B,,TeleSales,,Offline Sources,Adhoc,,202415376C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8750 3193,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,RHIZOME CONSULTING,RHIZOME CONSULTANCY,,TeleSales,,Offline Sources,Adhoc,,53072300W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 2221 2481,sunil@rhizomesolutions.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE FORAGE EXPRESS PTE. LTD.,FORAGE EXPRESS,,TeleSales,,Offline Sources,Adhoc,,202023362R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9627 3271,lau.kangyang@13honey.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
